,Unnamed: 0_x,video_id,views_x,subscriberCount,category_id_1,category_id_2,category_id_10,category_id_15,category_id_17,category_id_19,category_id_20,category_id_22,category_id_23,category_id_24,category_id_25,category_id_26,category_id_27,category_id_28,category_id_29,Unnamed: 0_y,Unnamed: 0.1,trending_date,title,channel_title,category_id,tags,views_y,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,publish_date,days_to_trending,dislike_percentage,like_percentage,sentence_importance
6187,10272,BnznYFoOO60,56269,26400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13192,14184,2018-05-14,超怖い心霊 ghost live,JPN DORUDORU,24,[none],56269,361,101,31.0,https://i.ytimg.com/vi/BnznYFoOO60/default.jpg,False,False,False,2018-05-13,1.0,0.21861471861471865,0.7813852813852813,2.2001197714302694
6189,10273,uEnOPzvraiQ,12811,52624.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11780,12644,2018-05-14,伏見ガクのおはガク！フレンチトースト回,伏見ガク【にじさんじ所属】,24,"vtuber|""バーチャルユーチューバー""|""おはガク！""|""にじさんじ""|""にじさんじ公式""|""朝食""|""いただきます""",12811,1015,29,12.0,https://i.ytimg.com/vi/uEnOPzvraiQ/default.jpg,False,False,False,2018-05-13,1.0,0.027777777777777776,0.9722222222222222,2.3789157134784107
6191,10276,bZNLSCBEwso,1220,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1376,1494,2018-05-14,以上潔癖１：JKと山口さん,武田邦彦,10,武田邦彦 以上潔癖１：JKと山口さん,1220,43,1,3.0,https://i.ytimg.com/vi/bZNLSCBEwso/default.jpg,False,False,False,2018-05-13,1.0,0.022727272727272728,0.9772727272727272,2.5067084037507357
6193,10279,GH1hhIDfd7w,62903,268238.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13380,14378,2018-05-14,【ゆっくり茶番】一年の半分以上はお休み？！(；ﾟДﾟ)大学あるある3,主チャンネル/ゆっくり実況・ゆっくり茶番,24,"ゆっくり茶番|""ゆっくり実況""|""あるある""|""大学生""|""大学""|""アホ""|""面白""|""あるあるネタ""",62903,1169,35,616.0,https://i.ytimg.com/vi/GH1hhIDfd7w/default.jpg,False,False,False,2018-05-13,1.0,0.02906976744186046,0.9709302325581396,3.4488335136774833
6195,10280,uGqTJFrPqwY,1432551,5321991.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18866,20210,2018-05-14,9 Edible School Supplies! Weird Ways To Sneak Food Into Class,Troom Troom SELECT,26,"prank|""pranks""|""best pranks""|""pranks video""|""funny""|""joke""|""how to prank""|""prank ideas""|""easy pranks""|""funny pranks""|""pranks for friends""|""easy pranks to do on friends""|""pranks on friends""|""best pranks for your friends""|""School Supplies""|""Edible School Supplies""|""Back To School""|""Back To School Pranks""|""How to""|""How To Sneak Food""|""Sneak Food Into Class""",1432551,12068,2477,1561.0,https://i.ytimg.com/vi/uGqTJFrPqwY/default.jpg,False,False,False,2018-05-13,1.0,0.1702990718459952,0.8297009281540049,3.267645329670003
6197,10281,nzUmwI6_VQU,240555,1090705.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15343,16507,2018-05-14,【FULL】《极限挑战4》第3期：男人帮野外团建 开启丛林大冒险【东方卫视官方高清】20180513,SMG上海电视台官方频道 SMG Shanghai TV Official Channel,24,"极限挑战|""極限挑戰""|""极限挑战4""|""jixiantiaozhan""|""极限 挑战""|""极限挑战 20180513""|""鸡条第四季""|""极限挑战20180513""|""极限挑战 第3期""|""极限挑战 2018""|""极挑20180513""|""极限挑战 最新""|""极限挑战第3期""|""极挑 20180513""|""鸡条20180513""|""鸡条 第3期""|""极挑 第3期""|""极挑第3期""|""极限挑战 第四季""|""极限挑战第四季""|""极挑第四季""|""go fighting""|""go fighting S4""|""鸡条""|""张艺兴 极限挑战""|""罗志祥 极限挑战""|""黄渤 极限挑战""|""孙红雷 极限挑战""|""黄磊 极限挑战""",240555,1001,212,752.0,https://i.ytimg.com/vi/nzUmwI6_VQU/default.jpg,False,False,False,2018-05-13,1.0,0.17477328936521022,0.8252267106347898,4.593358331321122
6199,10283,feuetv-nU7M,2389562,705081.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16706,17947,2018-05-14,Workers Thought They’d Found A Muddy Puppy  But They Cleaned It Off And Got The Cutest Surprise,watchJojo,24,"watchjojo|""videos""|""viral""|""pictures""|""top10""|""Home""|""Page""|""youtube""|""trending""|""video""|""Workers""|""Thought""|""They’d Found""|""A Muddy""|""Puppy""|""But""|""They""|""Cleaned""|""It Off""|""And""|""Got""|""The""|""Cutest""|""Surprise""",2389562,16152,4440,2082.0,https://i.ytimg.com/vi/feuetv-nU7M/default.jpg,False,False,False,2018-05-13,1.0,0.2156177156177156,0.7843822843822844,3.9436697873137594
6201,10284,O80EZ0svQak,53480,153217.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13115,14097,2018-05-14,【大食い】マヨが合う！照り焼きチキン3kgを爆食！！,ブチかまし,24,"ブチかまし|""お笑い""|""芸人""|""よしもと""|""ドンダダ""|""シュラム""|""おもしろ""|""爆笑""|""実況""|""検証""|""funny""|""crazy""|""Japanese""|""comedy""",53480,441,119,114.0,https://i.ytimg.com/vi/O80EZ0svQak/default.jpg,False,False,False,2018-05-13,1.0,0.2125,0.7875,3.2492928019628047
6203,10285,OHJihC5oZVU,70914,5724.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13556,14566,2018-05-14,【TWICE】ジヒョ メンバーから無視をされてしまう。【キムダ流 日本語字幕】,キムダTOFU,24,[none],70914,659,59,133.0,https://i.ytimg.com/vi/OHJihC5oZVU/default.jpg,False,False,False,2018-05-13,1.0,0.08217270194986072,0.9178272980501392,3.543394797893222
6205,10286,OrsCDDUUFGQ,12007,99840.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18256,19595,2018-05-14,【料理音】タコライス＆コンソメポテト＆トマトとレタスのスープ,Y's Kitchen,26,"主婦|""料理""|""献立""|""メニュー""|""ワンプレート""|""夕食""|""主婦動画""|""料理音""|""音フェチ""|""ASMR""|""男メシ""|""男の料理""|""朝ごはん""|""昼ごはん""|""夜ごはん""|""日々の料理""|""作るだけ""|""タコライス""",12007,480,320,92.0,https://i.ytimg.com/vi/OrsCDDUUFGQ/default.jpg,False,False,False,2018-05-13,1.0,0.4,0.6,3.1444554787333594
6207,10290,mQWHddGyAug,6716,50162.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11402,12218,2018-05-14,搶救貧窮大作戰 愛の貧乏脱出大作戦 No.110 鮨処「花月」壽司,最美回憶,24,[none],6716,34,8,29.0,https://i.ytimg.com/vi/mQWHddGyAug/default.jpg,False,False,False,2018-05-13,1.0,0.19047619047619047,0.8095238095238095,3.9716515944661777
6208,10294,vgXBx4tYGCc,4667,2333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11219,12014,2018-05-14,エンゼルス 大谷翔平の成功に同僚たちが放った“ひと言”に一同驚嘆！二刀流の真骨頂の理由が明らかに…,スポ芸ライフ,24,"スポ芸ライフ|""UCkMyMaopAKylCLnAUIDha8w""|""大谷翔平""|""エンゼルス""|""ホームラン""",4667,17,5,2.0,https://i.ytimg.com/vi/vgXBx4tYGCc/default.jpg,False,False,False,2018-05-13,1.0,0.2272727272727273,0.7727272727272727,4.194892404770773
6209,10296,lFjwSP4zUR8,939764,2703035.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5404,5797,2018-05-14,2018 Spanish Grand Prix: Race Highlights,FORMULA 1,17,"F1|""Formula One""|""Formula 1""|""Sports""|""Sport""|""Action""|""GP""|""Grand Prix""|""Auto Racing""|""Motor Racing""|""Spanish Grand Prix""|""Spanish GP""|""2018 F1 Season""|""2018 Formula 1 Season""|""Lewis Hamilton""|""Valtteri Bottas""|""Mercedes AMGF1""|""Sebastian Vettel""|""Max Verstappen""|""Red Bull Racing""|""Romain Grosjean""|""Barcelona""|""Spain""|""Circuit de Barcelona""|""Kimi Raikkonen""|""Scuderia Ferrari""|""F1 Videos""|""F1 Highlights""",939764,13483,670,2667.0,https://i.ytimg.com/vi/lFjwSP4zUR8/default.jpg,False,False,False,2018-05-13,1.0,0.04733978661767823,0.9526602133823218,2.3267878456213373
6210,10297,97k4hZ2jjIQ,56929,114380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8651,9302,2018-05-14,ケンタッキーでチーズフォンデュしてみた結果！！！,さなっち,22,"さなっち|""食レポ""|""グルメ""|""치즈""|""먹방""|""料理""|""YouTuber""|""動画""|""紹介""|""ケンタッキー""|""チキン""|""チーズフォンデュ""",56929,1108,64,200.0,https://i.ytimg.com/vi/97k4hZ2jjIQ/default.jpg,False,False,False,2018-05-13,1.0,0.054607508532423216,0.9453924914675768,2.510247458442449
6211,10298,7pZQhtjM6Xo,198697,325612.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9579,10273,2018-05-14,【完全再現】初ディズニーランドデートをしたあの日にタイムスリップ,NYANTUBE / あいにゃん,22,"あいにゃん|""ディズニーランド""|""ディズニー""|""初デート""|""再現""",198697,5195,350,1479.0,https://i.ytimg.com/vi/7pZQhtjM6Xo/default.jpg,False,False,False,2018-05-13,1.0,0.06311992786293959,0.9368800721370604,3.1403620000979307
6212,10301,ZLNttktRgiQ,7454,129108.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2715,2890,2018-05-14,尻尾をブンブン振り過ぎな野良猫,感動猫動画,15,"猫|""野良猫""|""かわいい""|""感動""|""kitten""|""straycat""|""地域猫""|""公園猫""|""noraneko""|""さくらねこ""|""TNR""",7454,122,4,20.0,https://i.ytimg.com/vi/ZLNttktRgiQ/default.jpg,False,False,False,2018-05-13,1.0,0.031746031746031744,0.9682539682539684,2.490658959617038
6213,10303,Oj6QeMSezRA,415937,52922.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15926,17136,2018-05-14,Reaction | Người Nhật xem CHẠY NGAY ĐI/RUN NOW - Sơn Tùng M-TP | Japanese Reaction VPop,Innie Official,24,"Son Tung M-tp|""Son Tung""|""SƠn Tùng M-TP""|""Chạy ngay đi""|""Chay ngay di""|""MV""|""reaction""|""Son Tung Reaction""|""Innie""|""Innie Reaction""|""Innie Chay Ngay Di""|""Son Tung Chay Ngay Di""|""Japanese""|""Chay Ngay Di Japanese""",415937,6326,388,925.0,https://i.ytimg.com/vi/Oj6QeMSezRA/default.jpg,False,False,False,2018-05-13,1.0,0.057789693178433126,0.9422103068215668,3.747420286532201
6214,10304,bcC2A-5e1N4,16503,100798.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7799,8385,2018-05-14,AK-69：父について,ニートtokyo,22,"ニートtokyo|""ニート東京""|""インタビュー""|""interview""|""japan""|""hiphop""|""seeda""",16503,189,16,58.0,https://i.ytimg.com/vi/bcC2A-5e1N4/default.jpg,False,False,False,2018-05-12,2.0,0.07804878048780488,0.9219512195121952,1.9691065955273148
6215,10306,hMj9YymBYLw,3108,87940.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18887,20233,2018-05-14,千葉大学、弘前大学　整数問題　メルセンヌ素数,鈴木貫太郎,27,[none],3108,34,2,23.0,https://i.ytimg.com/vi/hMj9YymBYLw/default.jpg,False,False,False,2018-05-13,1.0,0.05555555555555555,0.9444444444444444,2.4177279712558275
6216,10307,3ueyyq8DTv4,265675,4373254.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5180,5534,2018-05-14,Resumen de Levante UD vs FC Barcelona (5-4),LaLiga Santander,17,"española|""oficial""|""soccer""|""football""|""spanish league""|""laliga""|""resumen""|""highlight""|""Levante UD vs FC Barcelona 5-4""|""sp:st=soccer""|""sp:li=liga""|""sp:vl=es""|""sp:dt=2018-05-13T20:45:00+02:00""|""sp:ti:home=lev""|""sp:ti:away=fcb""|""sp:ty=high""|""sp:or=2""|""hl""|""highlights""|""Boateng""|""Bardhi""|""Coutinho""|""Luis Suárez""",265675,3447,423,486.0,https://i.ytimg.com/vi/3ueyyq8DTv4/default.jpg,False,False,False,2018-05-13,1.0,0.10930232558139537,0.8906976744186046,2.858686295361709
6217,10310,Xf50qXV9It4,28371,258702.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3136,3341,2018-05-14,柴犬小春  登録者14万人突破記念！夜食バームクーヘンLIVE&雑談,Kohachannel,15,[none],28371,640,45,55.0,https://i.ytimg.com/vi/Xf50qXV9It4/default.jpg,False,False,False,2018-05-13,1.0,0.06569343065693431,0.9343065693430656,3.5169657241303427
6218,10311,jzLlsbdrwQk,1659538,9847494.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10223,10988,2018-05-14,"$17 Pet vs. $100,000 Pet",BuzzFeedBlue,22,"buzzfeed|""worth it""|""cheap vs. expensive""|""steven lim""|""niki ang""|""alex choi""|""alpacas""|""mini pigs""|""dogs""|""cats""|""nkla""|""BuzzFeedBlue""|""BuzzFeed""|""Worth it pets""|""Worth it Lifestyle""|""lifestyle""|""pets""|""pet""|""price points""|""cheap""|""expensive""|""cute""|""animals""|""lifestyle changes""|""pet lover""|""best friends animal society""|""no kill shelter""|""pet shelter""",1659538,41405,3781,5210.0,https://i.ytimg.com/vi/jzLlsbdrwQk/default.jpg,False,False,False,2018-05-13,1.0,0.08367635993449299,0.9163236400655072,1.8499818728891704
6219,10312,nc1BaYQVO-g,36043,106230.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3221,3428,2018-05-14,保護した子猫が麻酔から目覚める　猫の目つきは切なかったね・・・,Afro Blue,15,"猫|""ねこ""|""ネコ""|""子猫""|""可愛い""|""かわいい""|""鳴き声""|""撫でる""|""ナデナデ""|""会話""|""嬉しい""|""Afro Blue""|""Cats""|""cute""|""Animal""|""Animals""|""Pets""|""mew""|""meow""|""friendship""|""kitten""|""talking cat""|""保護""|""怪我""|""怯える""|""エリザベスカラー""|""麻酔""|""縫う""|""ストレス""|""経過""|""報告""|""保護猫""|""回復""|""観察""|""泣ける""",36043,1547,27,183.0,https://i.ytimg.com/vi/nc1BaYQVO-g/default.jpg,False,False,False,2018-05-13,1.0,0.017153748411689963,0.98284625158831,3.5470956358570027
6220,10315,pWvXDVfYNcM,37030,168260.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12676,13625,2018-05-14,【質問箱III】エルフの森に向かうはずが… #13,ケリン,24,"ダークエルフ|""バーチャルユーチューバー""|""ケリン""|""エルフ""|""Vtuber""|""バーチャル""|""過激派""|""爆発オチ""|""コンギョ""|""ハルカス""|""道明寺晴翔""|""エルフのえる""|""いわなが""|""にじさんじ""|""マイリー""|""ニコニコ本社爆破""|""汚いセミラミス""|""ブロントさん""|""ダーエロ""",37030,4361,25,639.0,https://i.ytimg.com/vi/pWvXDVfYNcM/default.jpg,False,False,False,2018-05-13,1.0,0.005699954400364797,0.9943000455996353,3.0644933577481663
6221,10316,3nPEkZv0-OU,2455496,19330610.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10251,11016,2018-05-14,$15 Spaghetti Vs. $143 Spaghetti,BuzzFeedVideo,22,"worth it|""buzzfeed""|""cheap vs. expensive""|""$$""|""$$$""|""spaghetti""|""San Francisco""|""Barzotto""|""Republique""|""Cento""|""Adam Bianchi""|""Steven Lim""|""Andrew Ilnyckyj""|""buzzfeed video""|""buzzfeedvideo""|""food""|""cheap""|""expensive""|""italian""|""italian food""|""authentic""|""people try""|""pasta dishes""|""pasta dish""|""expensive vs cheap spaghetti""",2455496,60405,1324,6836.0,https://i.ytimg.com/vi/3nPEkZv0-OU/default.jpg,False,False,False,2018-05-13,1.0,0.021448589803819917,0.9785514101961801,1.7017566630370295
6222,10317,5aYsAnBCMEU,101049,697363.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14104,15162,2018-05-14,【大食い】バターたっぷり♥25cmの巨大バウムクーヘン手作り！ホットケーキミックスとホットプレートで簡単バウム！！【ロシアン佐藤】【Russian Sato】,ロシアン佐藤『おなかがすいたらMONSTER!』,24,"ロシアン佐藤|""大食い""|""MUKBANG""|""料理""|""food""|""おなかがすいたらMONSTER""|""レシピ""|""作り方""|""クッキング""|""cooking""|""手作り""|""手料理""|""アレンジ料理""|""フードファイター""|""山盛り""|""大盛り""|""飯テロ""|""RussianSato""|""CompetitiveEater""|""BIGEATER""|""ASMR""|""俄羅斯佐藤""|""大胃王""|""俄罗斯佐藤""|""バウムクーヘン""|""バウム""|""デカ盛り""|""ホットケーキミックス""|""ホケミ""",101049,1466,111,289.0,https://i.ytimg.com/vi/5aYsAnBCMEU/default.jpg,False,False,False,2018-05-13,1.0,0.07038681039949271,0.9296131896005072,4.4534470431107644
6223,10318,INqOLikGRTo,255896,1382592.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15399,16567,2018-05-14,【放送事故】初生配信で喧嘩しました、、、、,さんこいち,24,"ほりえりく|""古川優香""|""やっぴ""|""さんこいち""|""読モ""|""モデル""",255896,13114,261,430.0,https://i.ytimg.com/vi/INqOLikGRTo/default.jpg,False,False,False,2018-05-13,1.0,0.019514018691588784,0.9804859813084112,2.780975802420569
6224,10327,oRexsyztGS0,604568,7506483.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16185,17406,2018-05-14,Exciting iPhone 11 Leaks & Round Apple Watch!,EverythingApplePro,24,"iPhone 11|""iphone 11 leaks""|""2018 iphone""|""iphone 2018""|""new iphone""|""leaks""|""rumors""|""2018 iphone leaks""|""2018 iphone rumors""|""new iphone leaks""|""new iphone 11""|""iphone 2018 leaks""|""iphone 11 features""|""round apple watch""|""apple watch 4""|""apple watch series 4""|""ios 12""|""ios 12 leaks""|""ios 12 features""|""iphone se 2""|""iphone se2""|""iphone se 2 rumors""|""2018 iphone changes""|""iphone x plus""|""apple""|""apple leaks""|""2018 iphone x plus""|""2018 iphone x""|""iphone 2018 concept""|""iphone 11 concept""",604568,16036,740,2551.0,https://i.ytimg.com/vi/oRexsyztGS0/default.jpg,False,False,False,2018-05-13,1.0,0.0441106342393896,0.9558893657606105,2.614203894685345
6225,10329,euSLux3ww7Y,29476,67613.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10417,11185,2018-05-14,SR20搭載シエンタ制作日記⑪,サンダーお兄さん,23,"シエンタ|""シルビア""|""SR20""|""S13""|""S14""|""S15""|""FF""|""FR""",29476,432,17,38.0,https://i.ytimg.com/vi/euSLux3ww7Y/default.jpg,False,False,False,2018-05-13,1.0,0.0378619153674833,0.9621380846325168,2.6046654172403247
6226,10332,VOuE362BUdg,21980,122878.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12191,13106,2018-05-14,FX報告、「米国に死を！」イランが最大レベルの経済制裁にブチギレ！大変なことになった！！,オレ的ゲーム速報JIN FX投資部,24,"jin115|""オレ的ゲーム速報""|""ジン""|""FX""|""投資""|""為替""|""株""|""含み損""|""ドル円""|""株価指数""|""CFD""|""イラン""|""経済制裁""|""トランプ大統領""|""メキシコペソ""|""NVIDIA""",21980,275,47,107.0,https://i.ytimg.com/vi/VOuE362BUdg/default.jpg,False,False,False,2018-05-13,1.0,0.14596273291925466,0.8540372670807453,4.072969192733475
6227,10335,TR761mcZN_I,25235,173741.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18386,19725,2018-05-14,【100均】超便利アイテム！簡単に誰でもできるネイルケアアイテム！爪が綺麗に見える方法,ネイリストみかのセルフネイル-Nail tutorial-,26,"ネイリストみか|""美容系YouTuber""|""ネイルやり方""|""ネイルセルフ""|""ネイリスト""|""ネイリスト独学""|""ネイル動画""|""nailtutorial""|""nailartist""|""nailmovie""|""nailvideo""|""nailself""|""nail""|""nailhacks""|""nailideas""|""naildesigns""|""ネイル""|""DIYNails""|""彩繪指甲""|""美甲""|""ねいる""|""ネイルアート""|""nailcare""|""Acrylic""|""ネイルのやり方""|""ジェルネイルのやり方""|""はば100円ネイル""|""ネイルデザイン""|""簡単セルフネイル""|""セルフネイルのやり方""|""美容""|""beauty""|""百均ネイル""|""100均""|""nailitems""|""Polish""|""１００均""|""100均セリア""|""100均ネイル""|""甘皮処理 やり方""|""ネイルケア""|""縦爪 横爪""|""ネイルコンプレックス""|""爪の形 汚い""|""綺麗な爪 なり方""|""百均 ネイル""|""ダイソーネイル""|""セリアネイル""|""百均 便利グッツ""|""甘皮処理 セルフ""|""甘皮処理 ニッパー""",25235,423,36,57.0,https://i.ytimg.com/vi/TR761mcZN_I/default.jpg,False,False,False,2018-05-13,1.0,0.0784313725490196,0.9215686274509804,3.8741698715100354
6228,10337,vfUxMbBHG5w,30018,492974.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5925,6355,2018-05-14,【ゆっくり実況】 意味がわかると怖い話― 「自分を解剖しちゃった」 【ホラーゲーム】,アベル - Abell ch,20,"ゆっくり実況|""ゆっくり""|""ゆっくり実況プレイ""|""ゲーム""|""ホラー""|""ホラーゲーム""|""怖い""|""ゆっくり実況 ホラーゲーム""|""アベル""|""Youtube""|""Youtuber""|""ゆーちゅーぶ""|""ユーチューブ""|""game""|""意味がわかると怖い話""|""意味怖""",30018,947,16,362.0,https://i.ytimg.com/vi/vfUxMbBHG5w/default.jpg,False,False,False,2018-05-13,1.0,0.016614745586708203,0.9833852544132918,3.75907085691195
6229,10338,eLmjT9EVTZc,7967,108117.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2729,2905,2018-05-14,2018.5.14 ちゅーる   Cats ＆ Kittens room 【Miaou みゃう】,Miaou,15,"chipie|""mimi""|""leo""|""れお""|""しぴ""|""みみ""|""black cat""|""ミケ""|""mike""|""クロ""|""Kuro""|""瀬戸の三毛猫日記""|""Mike diary of seto""|""瀬戸の黒猫日記""|""Kuro diary of seto""|""おもしろい猫""|""かわいい猫""|""funny""|""funny cats""|""cute""|""cute cat""|""kitty""|""pet""|""lucu kucing""|""chat mignon""|""القط لطيف""|""Симпатичный кот""|""gato bonito""|""ぬこ""|""kucing liar""|""zwerfkat""|""кошка""|""gato""|""chat""|""แมวน่ารัก""|""子猫""|""Kitten""|""小猫""|""Animal protection""|""Cat (Animal)""|""猫部屋""|""猫部屋ライブ""|""cats room""|""cats live""",7967,143,9,5.0,https://i.ytimg.com/vi/eLmjT9EVTZc/default.jpg,False,False,False,2018-05-13,1.0,0.05921052631578948,0.9407894736842104,3.4266975867932747
6230,10339,EFvP_bYoD3c,7029,31921.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7174,7688,2018-05-14,【修羅場】腹違いの弟の嫁「実家が大変なの！今すぐ支援してちょうだい！」私「どちらさまでしょうか（は？まず誰だよお前）」父の再婚後、のけ者にされ実家とは絶縁したのだが何この図々しさと思ってたら…,修羅場がなぜか好き,22,"スカッとする話|""復讐""|""修羅場""|""弟嫁""|""再婚""|""父""|""UCd3oKRW1QGDg6O8jADSBSew""|""鬼島平八郎""|""UCD7LHymxAm15dWVnp5wTiMQ""|""修羅場がなぜか好き""",7029,18,4,3.0,https://i.ytimg.com/vi/EFvP_bYoD3c/default.jpg,False,False,False,2018-05-05,9.0,0.18181818181818185,0.8181818181818181,6.162208482852822
6231,10340,BFNs_J1LOw4,376301,125040.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,1482,2018-05-14,【LIVE】2018 STI NBR CHALLENGE：RACE,SUBARU On-Tube,2,"スバル|""SUBARU""|""brz""|""レヴォーグ""|""LEVORG""|""フォレスター""|""FORESTER""|""ニュルブルクリンク""|""車""|""試乗""",376301,2757,52,40.0,https://i.ytimg.com/vi/BFNs_J1LOw4/default_live.jpg,False,False,False,2018-04-26,18.0,0.018511925952296192,0.9814880740477038,2.3112602096886685
6232,10352,o-AVivRAdHg,169674,192579.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14904,16037,2018-05-15,【検証】第１８回ウラッキープラザ,ラッキープラザ津島・小牧店,24,"ラッキー|""プラザ""|""パチンコ""|""スロット""|""パチ""|""スロ""|""裏側""|""店員""|""ハーデス""|""アヴェ""|""マリア""|""GOD""|""ゴッド""|""大内""",169674,1413,266,446.0,https://i.ytimg.com/vi/o-AVivRAdHg/default.jpg,False,False,False,2018-05-14,1.0,0.15842763549731986,0.8415723645026801,2.364296599571916
6234,10353,GAboKa2P83U,81717,314391.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3510,3736,2018-05-15,帰宅した飼い主を順番にお出迎えする猫たちが可愛すぎたwww,《あつし》Channel,15,"猫|""捨て猫""|""ティガロビ生活記""|""ティガー""|""ロビン""|""スカー""|""ぬこ""|""cat""|""animal""|""cute""|""かわいい""|""子猫""|""ティガロビ""|""猫実況""|""ネコ""|""犬""|""イヌ""|""かわうそ""|""dog""|""ハプニング""|""おもしろ""|""可愛い""|""ねこ""|""衝撃""|""ドッキリ""|""どっきり""|""神回""|""ニック""|""ディズニー""|""猫カフェ""|""チュール""|""ロイヤルカナン""|""UUUM""|""disney""|""tigger""|""robin""|""nick""|""judy""|""ハル""|""春""|""冬""|""夏""|""秋""|""布団""|""暖房""|""掃除""|""ぬいぐるみ""|""ハムスター""|""蛇""|""ふくろう""|""ゴルフ""|""ドラム""|""ギター""|""パター""|""カメラ""|""一眼""|""水""|""月""",81717,3658,161,456.0,https://i.ytimg.com/vi/GAboKa2P83U/default.jpg,False,False,False,2018-05-14,1.0,0.04215763288819063,0.9578423671118094,3.800527384318893
6236,10358,lrwqYoswmQo,59751,10177.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3405,3617,2018-05-15,段ボールの中の子猫　遊んでたら「へっ」てなる瞬間,cute 0809,15,"子猫小さい|""子猫可愛い""|""子猫仕草""|""子猫保護""|""子猫癒し""|""猫飼い主""|""子猫動画""",59751,324,48,61.0,https://i.ytimg.com/vi/lrwqYoswmQo/default.jpg,False,False,False,2018-05-14,1.0,0.12903225806451613,0.8709677419354839,3.095184868090428
6238,10359,R4tRFKA0KhE,457279,1592523.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16015,17225,2018-05-15,【帰れま10】カップルでカラオケアカペラで90点チャレンジしてみたら、、、【ふくれな】【M君】,えむれなチャンネル,24,"えむれな|""カップル""|""couple""|""カラオケ""|""アカペラ""|""帰れま10""|""地獄""|""ミクチャ""|""夫婦""|""人気""|""カレカノ""|""彼氏""|""彼女""|""歌""|""90点""|""音楽""|""歌ってみた""|""ふくれな""|""M君""|""服""|""コーデ""|""ファッション""|""ペアルック""|""お揃い""",457279,11327,399,1818.0,https://i.ytimg.com/vi/R4tRFKA0KhE/default.jpg,False,False,False,2018-05-14,1.0,0.034026948661095,0.9659730513389052,3.9404252341645467
6240,10360,wvM4fxVDvQQ,158347,1304080.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4940,5278,2018-05-15,釣りガール３人と釣りをしたら萌え死にした・・・,釣りよかでしょう。,17,"Fishing|""bassfishing""|""釣り""|""バス釣り""|""ブラックバス""|""ブラックバス釣り""|""ライトショアジギング""|""ショアジギング""|""ジギング""|""佐賀よかでしょう""|""釣りよかでしょう""|""泳がせ釣り""|""アジング""|""エギング""|""佐賀""|""福岡""|""長崎""|""大分""|""熊本""|""宮崎""|""鹿児島""|""九州""|""おかっぱり""|""陸っぱり""|""野池""|""リザーバー""|""クリーク""|""川""|""川バス""|""バスフィッシング""|""春""|""夏""|""秋""|""冬""|""ルアーフィッシング""",158347,1812,476,470.0,https://i.ytimg.com/vi/wvM4fxVDvQQ/default.jpg,False,False,False,2018-05-14,1.0,0.20804195804195805,0.791958041958042,2.981598932621629
